,__typename,locationType,locationId,mentionCount,rentalInformationV2,snippet.text,snippet.highlightedSpans,details.defaultUrl,details.locationId,details.localizedName,details.locationDescription,details.locationV2.names.longOnlyHierarchyTypeaheadV2,details.thumbnail.photoSizeDynamic.maxWidth,details.thumbnail.photoSizeDynamic.maxHeight,details.thumbnail.photoSizeDynamic.urlTemplate,details.reviewSummary.rating,details.reviewSummary.count,details.detail.__typename,details.thumbnail
10,SERP_LocationResult,EATERY,1017852,250,,We ate here our first night in Dublin.,"[{'length': 7, 'offset': 31}]",/Restaurant_Review-g186605-d1017852-Reviews-Kingfisher-Dublin_County_Dublin.html,1017852,Kingfisher,The Kingfisher restaurant is a family run business for over 47 years. Serving home cooked comfort food and top notch Fish and chips. Voted top 20 places in Ireland for Fish & chips.,"Dublin, County Dublin, Ireland",2478.0,2120.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/d0/56/4e/outside.jpg?w={width}&h={height}&s=1,4.0,1002,Restaurant,
11,SERP_LocationResult,EATERY,1123767,832,,This is a beautiful location in Dublin for dinner and drinks!,"[{'length': 6, 'offset': 32}]",/Restaurant_Review-g186605-d1123767-Reviews-The_Bank_on_College_Green-Dublin_County_Dublin.html,1123767,The Bank on College Green,Award-winning Heritage Bar and Restaurant in the heart of Dublin.,"Dublin, County Dublin, Ireland",550.0,365.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/01/ee/a7/99/the-bar.jpg?w={width}&h={height}&s=1,4.5,3533,Restaurant,
12,SERP_LocationResult,EATERY,2259146,822,,The food was amazing and next time in Dublin I will definitely visit.,"[{'length': 6, 'offset': 38}]",/Restaurant_Review-g186605-d2259146-Reviews-Matt_The_Thresher-Dublin_County_Dublin.html,2259146,Matt The Thresher,"Matt the Thresher is an award winning family owned Seafood Bar and Restaurant, specialising in fresh wild Irish Seafood. We are located in the heart of Georgian Dublin in the city centre not far from St Stephen Green. We are opened 7 days a week for lunch and dinner. Reservations are recommended, you can book online by email or phone.","Dublin, County Dublin, Ireland",1000.0,666.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/bd/02/b0/the-perfect-destination.jpg?w={width}&h={height}&s=1,4.5,2753,Restaurant,
13,SERP_LocationResult,EATERY,3418532,401,,Visiting from America… have been here twice during our stay in Dublin.,"[{'length': 7, 'offset': 63}]",/Restaurant_Review-g186605-d3418532-Reviews-The_Lotts_Cafe_Bar-Dublin_County_Dublin.html,3418532,The Lotts Cafe Bar,"Voted the NO 1 Bar by Trip Advisors in Jan 2016 !!!! The Lotts consists of a lounge and a bar. The lounge is modern with mosaic tiled ceilings and floors and beautiful chandeliers, where the bar is a rustic old style Irish snug bar ( Also the smallest bar in Dublin ) The Lotts Lounge is extremely popular for food from traditional Irish breakfast served all day up to our most popular dish, - Our Steak on the stone. We offer one of the best deals in Dublin with 2 Sirloin steaks with any sides plus a bottle of our wine of the month for only €45. This deal is also on special Sunday-Wednesday for only €35 served with side salad ( extra sides only €3 Each ) Reservations are Essential at weekends and busy days in the city / recommended for other days to avoid disappointment","Dublin, County Dublin, Ireland",4032.0,2767.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/80/5c/e1/the-bar.jpg?w={width}&h={height}&s=1,4.5,1897,Restaurant,
14,SERP_LocationResult,EATERY,3674448,303,,Love coming to this restaurant when visiting Dublin.,"[{'length': 7, 'offset': 45}]",/Restaurant_Review-g186605-d3674448-Reviews-PHX_Bistro-Dublin_County_Dublin.html,3674448,PHX Bistro,"Small, family owned bistro, serving only freshest Irish ingredients, in traditional and creative way. The main goal of the PHX Bistro is to share LOVE for food!","Dublin, County Dublin, Ireland",2048.0,2048.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7e/e8/f9/photo0jpg.jpg?w={width}&h={height}&s=1,4.5,1232,Restaurant,
15,SERP_LocationResult,EATERY,460974,134,,Great location in downtown Dayton just off I-75 so it's easy to hit the Dublin,"[{'length': 6, 'offset': 72}]",/Restaurant_Review-g60785-d460974-Reviews-Dublin_Pub-Dayton_Ohio.html,460974,Dublin Pub,"The Dublin Pub has been ranked one of the Top 10 Pubs in the US. This authentic Irish Pub prides itself in their Irish/American/European menu and the honor of being the #1 Jameson account in Ohio as well as the largest St. Patrick's Day in Ohio. While being one of the top Guinness destinations in the Midwest, they also pride themselves as being a top seller of local microbreweries. Established in 1998, this historic pub gained new legendary status in 2014 when it added an addition salvaging and rebuilding a 100 year old church adding two new rooms for private parties that seat up to 150 people combined. Sheryl Crow, The Violent Femmes, Blue Oyster Cult, Berlin, Gaelic Storm and a host of other Irish and Celtic bands have played there since 1998.","Dayton, Ohio",2048.0,1536.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/db/63/2b/contacting-my-inner-irishman.jpg?w={width}&h={height}&s=1,4.0,456,Restaurant,
16,SERP_LocationResult,EATERY,3543711,189,,Big thanks for helping make our trip to Dublin amazing.,"[{'length': 6, 'offset': 40}]",/Restaurant_Review-g186605-d3543711-Reviews-Ha_Penny_Bridge_Inn-Dublin_County_Dublin.html,3543711,Ha'Penny Bridge Inn,"The Ha’penny Bridge Inn has been in continuous use as a Public House since the middle of the 19th Century. The building originally dates from 1732, but has existed, relatively unchanged since 1825 when the current incarnation of Wellington Quay was completed. The Ha’penny Bridge, built in 1816 was originally called the Iron Bridge, but the name slowly evolved as it was a toll bridge which charged the princely sum of one halfpenny to cross the Liffey. The pub offers some of the best views in the city of this historical landmark in the centre of Dublin In the early 20th Century the pub became “Murray’s” and was eventually taken over by Josef Locke the renowned Irish Tenor and subject of the film “Hear my Song” who not only owned the pub, but resided in the apartment upstairs for most of the 1960’s. It was also a popular spot visited frequently by Phil Lynnott and his bandmates from Thin Lizzy in their formative years. The pub was then purchased by Michael Ryan in 1987 from Tipperary.","Dublin, County Dublin, Ireland",3515.0,2812.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/c4/43/ac/ha-penny-bridge-inn.jpg?w={width}&h={height}&s=1,4.5,521,Restaurant,
17,SERP_LocationResult,EATERY,1511879,236,,"We are visiting Dublin w family and attending Taylor swift concert, went","[{'length': 6, 'offset': 16}]",/Restaurant_Review-g186605-d1511879-Reviews-La_Maison-Dublin_County_Dublin.html,1511879,La Maison,"La Maison is a French Brasserie in the Heart of Dublin, specialising in some wonderful French classics along with some innovative and modern cooking using the best of locally sourced fresh Irish produce. La Maison has been a City Centre favourite for over 20 years. Situated at 15 Castle Market, in Dublin’s famous Creative Quarter an area associated with design and creativity since the 18th century. This beautiful red sandstone brick building has been here for 150 years and has had many different functions over the years leading to a wonderful cosy and quirky interior. Beautiful artwork by Leonetto Cappiello, L’oir Dor, and Diable Vent, all sourced from Paris at Puces market adorn the walls. Doisneau photographs line the stairs offering a touch of romance to this relaxed space. On the second level the dining room is light and airy, with sash windows looking out onto the bustling Castle Market Street.","Dublin, County Dublin, Ireland",1000.0,750.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/78/55/a3/outside.jpg?w={width}&h={height}&s=1,4.5,954,Restaurant,
18,SERP_LocationResult,EATERY,2636687,247,,I went here twice on my visit to Dublin.,"[{'length': 7, 'offset': 33}]",/Restaurant_Review-g186605-d2636687-Reviews-Corfu_Greek_Restaurant-Dublin_County_Dublin.html,2636687,Corfu Greek Restaurant,You are always welcome to something authentically Greek and local to where ever you are in Dublin. Corfu restaurant brings together the warm tradition of Greek hospitality and delicious Greek-Mediterranean cuisine.,"Dublin, County Dublin, Ireland",1955.0,2048.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/e8/bd/61/photo0jpg.jpg?w={width}&h={height}&s=1,4.5,932,Restaurant,
19,SERP_LocationResult,EATERY,1967540,342,,The place to go in Dublin.,"[{'length': 7, 'offset': 19}]",/Restaurant_Review-g186605-d1967540-Reviews-The_Merchant_s_Arch_Bar_Restaurant-Dublin_County_Dublin.html,1967540,The Merchant's Arch Bar & Restaurant,"A Traditional Irish Pub situated on the Quays, serving the best of Irish food. Upstairs room has beautiful decor and nice views of the Liffey and Ha Penny bridge. Description Bar & Restaurant - Serving Traditional IRISH food. Bar Opening Hours - 9am - 12.30Am - Mon /Thursday Friday/Saturday 9am-late Sun 10 /1230am Restaurant Opening Hours - 9am-10.30Pm 7 days","Dublin, County Dublin, Ireland",1600.0,1200.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/3e/4e/92/il-bancone-del-pub.jpg?w={width}&h={height}&s=1,4.0,1456,Restaurant,
20,SERP_LocationResult,EATERY,1146791,272,,"If you’re in Dublin and you want a great meal, try Dax….for a lot less","[{'length': 6, 'offset': 13}]",/Restaurant_Review-g186605-d1146791-Reviews-Dax_Restaurant-Dublin_County_Dublin.html,1146791,Dax Restaurant,"Awarded ""Best Restaurant in Dublin"" in the Irish Restaurant Awards. Located just off Fitzwilliam Square in the heart of Georgian Dublin, the award winning Dax Restaurant is one of Ireland's premier places to dine. The Dax menu uses only the freshest seasonal Irish and continental produce. Our commitment to fine dining is experienced in an informal and relaxed atmosphere. Dax is the perfect location for social or business dining.","Dublin, County Dublin, Ireland",5184.0,3456.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/e3/39/07/dining-room-at-dax-restaurant.jpg?w={width}&h={height}&s=1,4.5,1068,Restaurant,
21,SERP_LocationResult,EATERY,3387184,141,,One of the best Brunches in Dublin.,"[{'length': 7, 'offset': 28}]",/Restaurant_Review-g186605-d3387184-Reviews-Wuff-Dublin_County_Dublin.html,3387184,Wuff,,"Dublin, County Dublin, Ireland",2889.0,2442.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9b/84/66/wuff.jpg?w={width}&h={height}&s=1,4.5,749,Restaurant,
22,SERP_LocationResult,EATERY,806339,784,,We would return if we come back to Dublin!,"[{'length': 6, 'offset': 35}]",/Restaurant_Review-g186605-d806339-Reviews-The_Hairy_Lemon-Dublin_County_Dublin.html,806339,The Hairy Lemon,Traditional Irish Pub/Restaurant.Family run Restaurant serving food with reciepes handed down from generations. Our first recipe book is available.,"Dublin, County Dublin, Ireland",1242.0,1661.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/ec/cc/6b/front-of-the-hairy-lemon.jpg?w={width}&h={height}&s=1,4.5,2532,Restaurant,
23,SERP_LocationResult,EATERY,1587892,567,,"Visited for dinner whilst on our daytrip to Dublin, booked a table in advance","[{'length': 6, 'offset': 44}]",/Restaurant_Review-g186605-d1587892-Reviews-Hard_Rock_Cafe-Dublin_County_Dublin.html,1587892,Hard Rock Cafe,"Hard Rock Cafe is a global phenomenon with 185 cafes that are visited by nearly 80 million guests each year. The first Hard Rock Cafe opened on June 14, 1971, in London, England, and from there the brand has expanded to major cities and exotic locations around the world.","Dublin, County Dublin, Ireland",600.0,370.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/3b/cd/e9/hard-rock-cafe-dublin.jpg?w={width}&h={height}&s=1,4.0,2542,Restaurant,
24,SERP_LocationResult,EATERY,696339,414,,"After a full day of sightseeing, we were looking for a ""taste of Dublin","[{'length': 6, 'offset': 65}]",/Restaurant_Review-g186605-d696339-Reviews-The_Porterhouse_Temple_Bar-Dublin_County_Dublin.html,696339,The Porterhouse Temple Bar,,"Dublin, County Dublin, Ireland",4032.0,3024.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/14/35/9a/uno-dei-banconi-con-la.jpg?w={width}&h={height}&s=1,4.5,2457,Restaurant,
25,SERP_LocationResult,EATERY,809965,451,,were solid and the drinks were a nice break from beer in the heart of Dublin,"[{'length': 6, 'offset': 70}]",/Restaurant_Review-g186605-d809965-Reviews-F_X_Buckley_Steakhouse_at_The_Bull_Castle-Dublin_County_Dublin.html,809965,F.X. Buckley Steakhouse at The Bull & Castle,"F.X.BUCKLEY. Steakhouse at The Bull and Castle offers Ireland's best steaks, with the experience and knowledge of over 25 years of serving the perfect steak. We change our menus seasonally to reflect the best Irish produce and to ensure the highest quality in both our beef and local fresh seafood. We offer an extensive selection of beers from the beer hall with a wide menu of cocktails, premium spirits and wines. Our food dishes come with beer recommendations so you can fully enjoy our quality dishes with the beer that best suits.Our weekday lunch menu offers both healthy and tasty options at a reasonable price which appeals to all tastes. Our Butchers Bar is ideal for large groups and parties big or small.","Dublin, County Dublin, Ireland",830.0,553.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/11/a5/2d/fx-buckley-steakhouse.jpg?w={width}&h={height}&s=1,4.5,2116,Restaurant,
26,SERP_LocationResult,EATERY,1426469,317,,We were in Dublin for 3 nights and after eating here the first night we,"[{'length': 6, 'offset': 11}]",/Restaurant_Review-g186605-d1426469-Reviews-Nancy_Hands_Bar_Restaurant-Dublin_County_Dublin.html,1426469,Nancy Hands Bar & Restaurant,,"Dublin, County Dublin, Ireland",1008.0,756.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/df/9f/8c/20181217-141649-largejpg.jpg?w={width}&h={height}&s=1,4.0,1417,Restaurant,
27,SERP_LocationResult,EATERY,6849117,258,,Will visit again when I’m in Dublin!!,"[{'length': 6, 'offset': 29}]",/Restaurant_Review-g186605-d6849117-Reviews-The_Blind_Pig_Speakeasy-Dublin_County_Dublin.html,6849117,The Blind Pig Speakeasy,"Secretly tucked away in Dublin city centre, there is an underground cocktail bar known for the quality and artistry of its cocktails that truly evoke the mood of a 1920s speakeasy - The Blind Pig. The Blind Pig will tantalize the taste buds of cocktail lovers everywhere and is open Sunday, Tuesday, Wednesday and Thursday from 6pm. Open Friday and Saturday from 5pm until late. Experience the forgotten thrill of secret passwords, false storefronts and just a touch of lawlessness. You have to keep it a secret so shush!","Dublin, County Dublin, Ireland",6000.0,3376.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/d0/e3/0e/caption.jpg?w={width}&h={height}&s=1,4.5,1236,Restaurant,
28,SERP_LocationResult,EATERY,4234586,405,,My favourite restaurant in Dublin!,"[{'length': 6, 'offset': 27}]",/Restaurant_Review-g186605-d4234586-Reviews-Las_Tapas_de_Lola-Dublin_County_Dublin.html,4234586,Las Tapas de Lola,"Located in the heart of buzzing Wexford Street and Camden Street, Las Tapas de Lola offers traditional Spanish tapas, wines, beers and tasty sangria for every occasion. As an Irish-Spanish co-owned place, we're passionate about our food and wine and even more passionate about having fun! We open at 5pm each day for tapas Monday-Friday and 12pm - 11pm Saturday & Sunday.","Dublin, County Dublin, Ireland",800.0,533.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/1b/84/63/las-tapas-de-lola.jpg?w={width}&h={height}&s=1,4.5,1364,Restaurant,
29,SERP_LocationResult,EATERY,3336547,322,,On summer days there is a nice outdoor area next to one of Dublin's top,"[{'length': 8, 'offset': 59}]",/Restaurant_Review-g186605-d3336547-Reviews-Salamanca-Dublin_County_Dublin.html,3336547,Salamanca,"The other Salamanca is on Parliament street. Also, you have 3 listings for the Parliament St - they should be combined.","Dublin, County Dublin, Ireland",2000.0,1333.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/57/e0/94/salamanca.jpg?w={width}&h={height}&s=1,4.0,1614,Restaurant,
30,SERP_LocationResult,EATERY,784496,289,,A very pleasant surprise my first dinner in Dublin.,"[{'length': 7, 'offset': 44}]",/Restaurant_Review-g186605-d784496-Reviews-The_Old_Mill_Restaurant-Dublin_County_Dublin.html,784496,The Old Mill Restaurant,"The Old Mill Restaurant, Under New Management since June 2010. Traditional and Modern Irish Cuisine. nestled in the middle of Dublin’s cultural quarter, Temple Bar. We specialise in traditional Irish dishes like Irish Stew, Famous Wicklow Lamb Shank, Dublin Coddle, Cottage Pie and Slow Cooked Beef and Guinness Stew. Along with our traditional dishes, we also serve Tender Juicy Steaks and a wide range of Seafood and Vegetarian options. A visit to Dublin would not be complete without a trip to the Old Mill Restaurant. So come and join us if you are thinking of having any sort of a party, large or small, and we will make it an experience you won’t forget!","Dublin, County Dublin, Ireland",3840.0,2500.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/83/39/6f/inside-and-outside-the.jpg?w={width}&h={height}&s=1,4.5,1827,Restaurant,
31,SERP_LocationResult,EATERY,696294,311,,Arrive from Canada and spent a week in Dublin and glad we listened to our,"[{'length': 6, 'offset': 39}]",/Restaurant_Review-g186605-d696294-Reviews-J_R_Mahon_s_Craft_Brewery-Dublin_County_Dublin.html,696294,J.R. Mahon’s Craft Brewery,,"Dublin, County Dublin, Ireland",1008.0,756.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/ba/66/1f/20191018-122137-largejpg.jpg?w={width}&h={height}&s=1,4.5,1129,Restaurant,
32,SERP_LocationResult,EATERY,6522141,262,,Would definitely return next time I'm in Dublin.,"[{'length': 7, 'offset': 41}]",/Restaurant_Review-g186605-d6522141-Reviews-Beanhive-Dublin_County_Dublin.html,6522141,Beanhive,"Home of Dublin's famous coffee art! Located in the heart of Dublin city centre, we're offering a great variety of beverages, pastries, breakfast, and lunch options - including vegan and vegetarian ones. Come in and experience the Beanhive Buzz!","Dublin, County Dublin, Ireland",921.0,691.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/a3/93/img-20200217-122008-01.jpg?w={width}&h={height}&s=1,4.5,1415,Restaurant,
33,SERP_LocationResult,EATERY,4177999,234,,came as an absolute surprise to us as we walked around Temple bar in Dublin,"[{'length': 6, 'offset': 69}]",/Restaurant_Review-g186605-d4177999-Reviews-Banyi_Japanese_Dining-Dublin_County_Dublin.html,4177999,Banyi Japanese Dining,"Banyi Japanese Dining is a hidden gem. A warm and traditional Japanese decor and welcoming staff await for you in Temple Bar. Be amazed by our wonderful dishes which will entertain both your taste buds and eyes. Our menus are a meticulous selection of the best Japanese dishes, all homemade from the freshest ingredients by our highly experienced Headchef and staff.","Dublin, County Dublin, Ireland",2000.0,1197.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/3e/e4/c5/banyi-japanese-dining.jpg?w={width}&h={height}&s=1,4.5,949,Restaurant,
34,SERP_LocationResult,EATERY,1942853,211,,"Diwali twice, and it is literally the best Indian/Nepalese restaurant in Dublin","[{'length': 6, 'offset': 73}]",/Restaurant_Review-g186605-d1942853-Reviews-Diwali_Indian_Nepalese_Restaurant-Dublin_County_Dublin.html,1942853,Diwali Indian & Nepalese Restaurant,Diwali means festival of lights and this Indian eaterie returns once again to South Great Georges Street. This is a very simple no-frills Dublin restaurant that serves both lunch and dinner. Diwali gives diners a choice of three menus including an Early Bird menu. Diwali main focus is to bring diners as much of the flavours and exotic spices to their menu from different parts of India as possible. Diwali is a relaxed Dublin restaurant bringing together a mixed management of talented and experienced staff from other successful Indian restaurants.,"Dublin, County Dublin, Ireland",1512.0,2016.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/43/74/29/dining-room.jpg?w={width}&h={height}&s=1,4.5,801,Restaurant,
35,SERP_LocationResult,EATERY,2296668,166,,Our usual spot when in Dublin! Authentic food and great staff!,"[{'length': 6, 'offset': 23}]",/Restaurant_Review-g186605-d2296668-Reviews-Wallace_s_Taverna-Dublin_County_Dublin.html,2296668,Wallace's Taverna,"Traditional Italian restaurant and pizzeriaOpening its doors as La Taverna di Bacco in 2005, this prominent quayside restaurant represents the flagship of the Italian Quarter in Dublin City Centre. Locally sourced fresh foods, the highest quality Italian ingredients, an extensive wine list and experienced Italian chefs collaborate in a comfortable elegant setting to make Wallace's Taverna the complete Italian dining experience.Wallace's Taverna is a great spot for lunch, after-work happy hour, family meals, group celebrations, hanging out with friends or dining with kids! We proudly cater for coeliacs, vegetarian and we strive to meet your dietary needs. Children are very welcome - we provide a Kids Menu and entertainment to make them happy!And not to forget... The WINE! As an Enoteca we have a passion for Italian wines (more than 50 wines on the list!!) And for craft beers, all imported directly from small producers in Italy.","Dublin, County Dublin, Ireland",1700.0,956.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/9c/b0/ef/wallace-s-taverna.jpg?w={width}&h={height}&s=1,4.0,803,Restaurant,
